ID	Symbols	Sites	Feature	Effect	HRD3Avs2A_2A	HRD3Avs2A_3A
RRP7A-G	RRP7A		G		-0.23547198753688	0.23547198753688
TSPAN16-R	TSPAN16		R		-0.7841058178999201	0.784105817899932
RUFY1-P-S618	RUFY1	S618	P		0.871947655067954	-0.8719476550679549
MCAM-G	MCAM		G		0.0043892647871316	-0.0043892647871316
ARV1-R	ARV1		R		-0.002158401528198	0.0021584015281981
SDCCAG8-P-S4	SDCCAG8	S4	P		-0.88009172664315	0.8800917266431509
HEBP2-P-T22	HEBP2	T22	P		0.534273366040707	-0.534273366040706
MCAT-G	MCAT		G		-0.269829532703711	0.269829532703711
RANBP2-P-S1400	RANBP2	S1400	P		-0.612531542848281	0.61253154284828
ZC3HC1-P-S24	ZC3HC1	S24	P		-0.763574441379835	0.7635744413798341
ZNF559-ZNF177-G	ZNF559-ZNF177		G		-0.466296347999449	0.466296347999449
BAIAP2L2-R	BAIAP2L2		R		-0.993372808414142	0.993372808414145
ANKRD20A3P-R	ANKRD20A3P		R		-0.562376625756678	0.562376625756672
DLAT-R	DLAT		R		-0.204331765457037	0.20433176545704
TRIM45-R	TRIM45		R		-0.7417170142964041	0.7417170142964041
ATP13A1-R	ATP13A1		R		0.8507324466345809	-0.8507324466345791
TLN2-R	TLN2		R		0.9152977389100948	-0.915297738910102
MOCS2-G	MOCS2		G		0.2289543134808	-0.2289543134808
SGSM2-R	SGSM2		R		-0.7333902206651899	0.7333902206651931
MOCS3-G	MOCS3		G		-0.4644783106622151	0.464478310662216
NAB2-P-S171	NAB2	S171	P		0.8026418917760999	-0.802641891776101
CCDC61-P-S334	CCDC61	S334	P		-0.529517068936842	0.529517068936843
CAMK1G-R	CAMK1G		R		-0.856450481582705	0.8564504815827021
TMEM87A-R	TMEM87A		R		-0.7200342775436122	0.7200342775435892
MCEE-G	MCEE		G		-0.313276285453734	0.313276285453734
RRP12-G	RRP12		G		-0.242604029105368	0.242604029105367
RRP15-G	RRP15		G		-0.1817525922338629	0.1817525922338629
POU5F1-R	POU5F1		R		-0.736177722208022	0.7361777222080171
TRBV25-1-R	TRBV25-1		R		0.95110226528858	-0.95110226528856
AHNAK-P-S177	AHNAK	S177	P		-0.6298533351658421	0.6298533351658421
SIRT6-P-T294	SIRT6	T294	P		-0.9668147190880908	0.96681471908809
CLTC-P-S580	CLTC	S580	P		-0.997007089757387	0.997007089757387
DCAF5-R	DCAF5		R		0.193908114557203	-0.193908114557201
COG5-P-S49	COG5	S49	P		-0.3936465382538729	0.3936465382538729
EPB41L3-R	EPB41L3		R		0.373871399181167	-0.37387139918117
HEATR4-R	HEATR4		R		0.94788921785682	-0.947889217856819
CCDC88B-R	CCDC88B		R		0.2773103621208089	-0.2773103621208089
EPHB2-R	EPHB2		R		0.0033841109490792	-0.0033841109490791
MOCS1-G	MOCS1		G		-0.5933631518382111	0.5933631518382111
ADRM1-R	ADRM1		R		-0.9036496260638	0.9036496260637872
AK8-R	AK8		R		-0.0979050477946513	0.0979050477946525
TBC1D2B-P-T963	TBC1D2B	T963	P		-0.6114283345356739	0.6114283345356739
TENM3-R	TENM3		R		1.088173586203E-4	-1.088173586203E-4
MINOS1-G	MINOS1		G		-0.373359515887299	0.373359515887299
STK11IP-P-S777	STK11IP	S777	P		0.679115240954815	-0.679115240954815
RRP36-G	RRP36		G		-0.338960042250739	0.338960042250739
PAIP2-G	PAIP2		G		-0.4532777106440801	0.4532777106440801
GPR137B-R	GPR137B		R		0.264831933471981	-0.26483193347197
PAIP1-G	PAIP1		G		-0.610001756065896	0.610001756065896
ZIM3-G	ZIM3		G		0.6649968243449951	-0.6649968243449951
DUSP9-P-S328	DUSP9	S328	P		0.8836405781950791	-0.8836405781950791
CD302-R	CD302		R		0.272477421271292	-0.272477421271296
RB1CC1-P-S257	RB1CC1	S257	P		0.9409678648755668	-0.9409678648755668
MOCOS-G	MOCOS		G		0.6811432722288211	-0.6811432722288211
TMEM37-R	TMEM37		R		0.196688758978854	-0.196688758978851
RRP1B-G	RRP1B		G		-0.311903746001701	0.311903746001701
PPIP5K1-R	PPIP5K1		R		-0.2880867432635109	0.288086743263498
RBBP6-R	RBBP6		R		-0.536048561168095	0.536048561168095
PPP1R13L-P-S110	PPP1R13L	S110	P		-0.8104806287744641	0.810480628774465
ZIK1-R	ZIK1		R		0.5024706713017411	-0.502470671301734
CCL21-R	CCL21		R		0.0534551634081141	-0.0534551634081149
FRMPD2-R	FRMPD2		R		-0.612019619738209	0.6120196197382061
TANC2-P-S1530	TANC2	S1530	P		0.9988014382609058	-0.998801438260907
WDR36-R	WDR36		R		-0.1022727442863009	0.1022727442863009
COL15A1-R	COL15A1		R		9.221160844017E-4	-9.221160844017E-4
TMEM255A-R	TMEM255A		R		0.612019619738209	-0.6120196197382061
RSPH10B-R	RSPH10B		R		-0.169438052596105	0.169438052596104
KAT7-P-S124	KAT7	S124	P		0.8641251134359659	-0.864125113435967
NAP1L4-R	NAP1L4		R		-0.110375265238653	0.110375265238649
SMIM9-R	SMIM9		R		0.439416509541313	-0.439416509541302
PRKAA1-P-T198	PRKAA1	T198	P		0.7513557782188991	-0.7513557782189
TNS2-P-S121	TNS2	S121	P		0.429441986787818	-0.429441986787819
BRD1-P-S939	BRD1	S939	P		0.9353689009137371	-0.9353689009137371
ERICH6B-R	ERICH6B		R		-0.7931661656432379	0.793166165643237
RAP2B-R	RAP2B		R		0.960375507040915	-0.960375507040917
CHD5-R	CHD5		R		0.499767853339753	-0.499767853339752
SRRM2-P-S1179	SRRM2	S1179	P		-0.8287711124588671	0.8287711124588671
FAM91A1-G	FAM91A1		G		-0.564220446042325	0.564220446042325
NCOR2-P-S1341	NCOR2	S1341	P		-0.87707429821275	0.87707429821275
NPM1-P-S137	NPM1	S137	P		0.204820983348004	-0.204820983348006
LMNB1-P-S200	LMNB1	S200	P		0.982865547518544	-0.982865547518544
POLR2C-R	POLR2C		R		0.90389640219693	-0.9038964021969352
SAA2-R	SAA2		R		0.623097681180798	-0.623097681180795
RNF168-R	RNF168		R		-0.535936171281561	0.535936171281557
CCR10-R	CCR10		R		0.0441467130874817	-0.0441467130874814
BCL9L-P-S88	BCL9L	S88	P		-0.9186145320628348	0.9186145320628348
HDAC1-P-S406	HDAC1	S406	P		-0.762348788298191	0.762348788298191
DOLK-R	DOLK		R		-0.97144147247654	0.9714414724765308
KIAA1143-P-S50	KIAA1143	S50	P		-0.35055450836367	0.35055450836367
SHKBP1-P-S649	SHKBP1	S649	P		-0.982160769568277	0.982160769568278
SLC27A6-R	SLC27A6		R		-0.801958106730143	0.80195810673015
IFITM3-P-S10	IFITM3	S10	P		0.437614500621951	-0.437614500621951
P2RY14-R	P2RY14		R		0.2768693628897269	-0.276869362889729
METTL26-R	METTL26		R		-0.596153828964105	0.596153828964106
PITPNC1-P-S270	PITPNC1	S270	P		-0.5521274208576971	0.5521274208576971
SDCBP-P-S6	SDCBP	S6	P		-0.9476293105232352	0.9476293105232352
COPG1-R	COPG1		R		0.670385067484521	-0.670385067484516
CRKL-P-S107	CRKL	S107	P		-0.875634773852683	0.8756347738526841
MCL1-G	MCL1		G		-0.783177005628856	0.783177005628855
SHISA2-R	SHISA2		R		0.0043391956719808	-0.0043391956719809
ZFHX3-P-S571	ZFHX3	S571	P		-0.9195548593186772	0.9195548593186772
ADGRB1-R	ADGRB1		R		-0.8064978280310591	0.8064978280310591
KMT2E-P-S1359	KMT2E	S1359	P		-0.8906745096532491	0.8906745096532491
CENPP-R	CENPP		R		-0.8849806669607571	0.8849806669607541
POLA1-P-S192	POLA1	S192	P		-0.6482553640454289	0.6482553640454289
POTEI-R	POTEI		R		0.8950142156079429	-0.8950142156079369
FYN-P-S21	FYN	S21	P		-0.988380747635393	0.988380747635393
NUCKS1-P-S61	NUCKS1	S61	P		-0.922874077671109	0.922874077671108
OSCP1-G	OSCP1		G		-0.229762864938682	0.229762864938683
PGGHG-R	PGGHG		R		-0.813659386575399	0.8136593865754059
OCLN-R	OCLN		R		-0.0369303515758593	0.0369303515758591
AHNAK-P-S18	AHNAK	S18	P		0.803092218622707	-0.803092218622706
TTC7A-P-S182	TTC7A	S182	P		0.956549771581571	-0.956549771581571
MCM7-G	MCM7		G		-0.140643789320072	0.140643789320071
SNTN-R	SNTN		R		-0.0394792977209973	0.0394792977209977
CYB5R3-P-S146	CYB5R3	S146	P		0.679115240954815	-0.679115240954815
COL14A1-G	COL14A1		G		-0.906507998094562	0.906507998094562
MCM8-G	MCM8		G		-0.460652912976912	0.460652912976912
TNNI1-R	TNNI1		R		-0.934561633009456	0.934561633009458
OR5H15-R	OR5H15		R		-0.612019619738209	0.6120196197382061
A4GALT-R	A4GALT		R		0.6333462114275439	-0.633346211427545
CEP170B-G	CEP170B		G		0.794448725825396	-0.794448725825396
ARL6IP6-P-T19	ARL6IP6	T19	P		0.633356918679483	-0.633356918679483
SRRM1-P-S628	SRRM1	S628	P		-0.612183247289181	0.612183247289181
GMFG-R	GMFG		R		0.218201433509678	-0.218201433509679
SSR1-P-S254	SSR1	S254	P		-0.670875184030428	0.670875184030426
GGPS1-G	GGPS1		G		-0.7042540336471221	0.704254033647123
CAPS-P-S160	CAPS	S160	P		-0.7766157086276031	0.776615708627605
DIS3-G	DIS3		G		-0.8129823527971619	0.812982352797164
MEX3C-P-S229	MEX3C	S229	P		0.988514742581178	-0.988514742581178
MAP7D1-P-S116	MAP7D1	S116	P		-0.8380212664796609	0.838021266479662
NKX3-1-R	NKX3-1		R		-0.759147488300364	0.759147488300365
ISCA2-P-S42	ISCA2	S42	P		0.983154009963372	-0.983154009963371
CDC42EP1-P-S139	CDC42EP1	S139	P		0.902750496495232	-0.9027504964952328
MCM3-G	MCM3		G		-0.161642175639319	0.16164217563932
MCM4-G	MCM4		G		-0.1834965128755649	0.1834965128755649
MCM5-G	MCM5		G		-0.162744628974327	0.162744628974327
MCM6-G	MCM6		G		-0.151881752611867	0.151881752611867
LASP1-P-S61	LASP1	S61	P		-0.6207170799217879	0.6207170799217889
MCM2-G	MCM2		G		-0.158884155519109	0.158884155519109
EMILIN1-P-S703	EMILIN1	S703	P		0.4299538396345549	-0.4299538396345549
C4orf33-R	C4orf33		R		0.8363058716587779	-0.8363058716587719
LRRC41-P-S357	LRRC41	S357	P		-0.7590496228288449	0.759049622828847
SF3B2-P-S362	SF3B2	S362	P		0.918499342361869	-0.918499342361869
VPS37B-R	VPS37B		R		0.667350175710171	-0.667350175710166
GCSH-R	GCSH		R		-0.0768897764891248	0.0768897764891236
ZNF284-R	ZNF284		R		0.4413372996925629	-0.4413372996925639
FYCO1-P-S342	FYCO1	S342	P		-0.862235823427497	0.862235823427499
HIRIP3-P-S196	HIRIP3	S196	P		-0.8809968220654241	0.8809968220654251
GPN2-R	GPN2		R		0.76741064952528	-0.76741064952528
MCU-R	MCU		R		0.213268917638086	-0.213268917638085
WFS1-P-S32	WFS1	S32	P		0.671141393608457	-0.671141393608458
RBBP6-P-S1699	RBBP6	S1699	P		0.713572263162312	-0.713572263162312
NCOA6-P-S1333	NCOA6	S1333	P		-0.95703317740482	0.957033177404821
KLC1-P-S561	KLC1	S561	P		0.959347121066462	-0.959347121066464
SLC12A7-P-T30	SLC12A7	T30	P		-0.6595132695238111	0.6595132695238121
DBF4-R	DBF4		R		-0.259606146201681	0.259606146201686
ERICH1-R	ERICH1		R		-0.6343788827246579	0.634378882724652
TRA2A-R	TRA2A		R		-0.8358673899995959	0.835867389999605
CDC20-P-T59	CDC20	T59	P		-0.612183247289181	0.612183247289181
EPB41L1-P-S784	EPB41L1	S784	P		0.228650339823861	-0.22865033982386
ASAP3-P-S832	ASAP3	S832	P		0.869521925950803	-0.869521925950803
RPS2-P-S281	RPS2	S281	P		-0.9288923297952768	0.9288923297952768
UTP14A-P-S453	UTP14A	S453	P		0.962382657226056	-0.9623826572260572
IL1RN-G	IL1RN		G		0.623643790883869	-0.6236437908838679
PRMT3-R	PRMT3		R		-0.4246324027529079	0.4246324027529009
HSPA4-P-S76	HSPA4	S76	P		-0.385941551757416	0.385941551757415
PRRC2B-P-S1185	PRRC2B	S1185	P		0.784099213550566	-0.784099213550565
PTPN9-P-S557	PTPN9	S557	P		-0.80240390195455	0.80240390195455
SPTBN1-P-S2319-T2320	SPTBN1	S2319|T2320	P		0.913508317420193	-0.913508317420194
LUC7L3-R	LUC7L3		R		-0.596153828964105	0.596153828964106
ZNF34-R	ZNF34		R		-0.633610184879755	0.633610184879751
SSH3-P-S649	SSH3	S649	P		0.960855384380941	-0.960855384380941
FOXH1-R	FOXH1		R		0.6881046715483871	-0.688104671548384
KIDINS220-P-S1634	KIDINS220	S1634	P		-0.5299030443131211	0.529903044313119
LNPK-P-S384	LNPK	S384	P		-0.700105872432456	0.700105872432457
CCDC43-P-T139	CCDC43	T139	P		-0.9682311261683528	0.9682311261683528
SLC25A37-R	SLC25A37		R		-0.7348959094382259	0.7348959094382271
ANKRD40-R	ANKRD40		R		0.920460893494325	-0.92046089349432
PPP1R13B-P-S566	PPP1R13B	S566	P		-0.998219833631575	0.998219833631576
ARHGAP29-P-S247	ARHGAP29	S247	P		-0.7347948841348789	0.7347948841348789
VIPAS39-R	VIPAS39		R		0.911257422269874	-0.911257422269874
SNCG-R	SNCG		R		-0.65199116313877	0.65199116313877
ZC3H12B-R	ZC3H12B		R		0.0163224737271283	-0.0163224737271282
COLGALT1-R	COLGALT1		R		0.237090146695845	-0.23709014669584
H4C13-R	H4C13		R		-0.334605291419241	0.334605291419237
MCM4-R	MCM4		R		-0.304085999588185	0.304085999588204
INHBC-R	INHBC		R		-0.4952365766536101	0.495236576653612
IGHV1-45-R	IGHV1-45		R		0.3689504931994021	-0.368950493199404
FAM90A7P-R	FAM90A7P		R		-0.691850216158855	0.691850216158856
AHNAK-P-S4900	AHNAK	S4900	P		0.9234963155861592	-0.9234963155861609
TRANK1-P-S660	TRANK1	S660	P		-0.549361792089074	0.549361792089074
TFE3-P-S548	TFE3	S548	P		-0.7769271613309381	0.776927161330937
SH2D1A-G	SH2D1A		G		-0.124861499537349	0.124861499537349
MYO19-R	MYO19		R		-0.200032739320261	0.200032739320258
PRKCA-R	PRKCA		R		0.630311971183801	-0.630311971183795
PIGH-R	PIGH		R		-0.331998349384478	0.33199834938448
OR2AT4-R	OR2AT4		R		0.992918526719397	-0.992918526719397
CTDSP1-R	CTDSP1		R		-0.316808991878312	0.3168089918783259
SPECC1L-P-S384	SPECC1L	S384	P		-0.88009172664315	0.8800917266431509
APC-P-S2692	APC	S2692	P		0.942952118530038	-0.942952118530038
PRRC2A-P-S1219	PRRC2A	S1219	P		0.609858414391849	-0.609858414391849
MCUB-G	MCUB		G		0.415838815126015	-0.415838815126016
SIPA1L2-G	SIPA1L2		G		0.272646704551255	-0.272646704551255
AHNAK-P-T551	AHNAK	T551	P		0.454135092298804	-0.454135092298804
SIPA1L3-G	SIPA1L3		G		-0.8156853116162309	0.8156853116162309
ABCC11-R	ABCC11		R		0.568704249186308	-0.568704249186292
SIPA1L1-G	SIPA1L1		G		0.181740738103849	-0.181740738103849
SUPT5H-P-T828	SUPT5H	T828	P		-0.94074126974582	0.94074126974582
PDHA1-R	PDHA1		R		-0.182493509535201	0.182493509535206
NDUFS8-R	NDUFS8		R		-0.96996630718162	0.969966307181622
MIDEAS-P-T687	MIDEAS	T687	P		-0.87276816689661	0.87276816689661
NEU3-R	NEU3		R		-0.612019619738209	0.6120196197382061
KRTAP9-7-R	KRTAP9-7		R		-0.323809862237175	0.3238098622371779
FBXL20-P-T404	FBXL20	T404	P		-0.512468129882501	0.512468129882501
ACTL6A-P-S233	ACTL6A	S233	P		-0.7850329521930501	0.7850329521930508
UBE2O-P-S399	UBE2O	S399	P		0.7927066114141801	-0.7927066114141809
LAD1-P-S385	LAD1	S385	P		0.964586306354409	-0.964586306354408
USP36-P-S952	USP36	S952	P		0.8909026822345859	-0.8909026822345871
CEP170-P-S1270	CEP170	S1270	P		0.8319259357228659	-0.8319259357228671
KLF12-P-S202	KLF12	S202	P		0.808933979025366	-0.808933979025366
FAAP20-R	FAAP20		R		0.507340553878191	-0.507340553878182
EIF4A2-R	EIF4A2		R		-0.288695227401318	0.2886952274012819
DDX58-P-S8	DDX58	S8	P		0.641340292232912	-0.641340292232911
EML4-P-S144	EML4	S144	P		-0.71457321793637	0.714573217936372
QPCT-G	QPCT		G		0.4154049297282679	-0.4154049297282679
DPH5-R	DPH5		R		-0.319616742666617	0.319616742666621
SCAF1-P-T989	SCAF1	T989	P		-0.2970896918737561	0.297089691873757
URI1-P-T492	URI1	T492	P		-0.9368488330185628	0.936848833018564
RPA1-P-S174	RPA1	S174	P		0.847454053798362	-0.8474540537983629
CLIP1-R	CLIP1		R		-0.922364932480726	0.9223649324807108
SIPA1-G	SIPA1		G		0.0375151324537578	-0.0375151324537577
PPP2R2A-R	PPP2R2A		R		-0.583577289709047	0.583577289709041
GNB1-R	GNB1		R		0.269428049618161	-0.269428049618144
CTAGE4-R	CTAGE4		R		-0.945200789609736	0.945200789609736
NSD1-R	NSD1		R		0.887122405777599	-0.8871224057776059
AGO4-R	AGO4		R		0.933421651213619	-0.933421651213624
PCM1-P-S1481	PCM1	S1481	P		0.573974823108694	-0.573974823108694
LAMC3-R	LAMC3		R		0.5309598291581861	-0.5309598291582089
RHOBTB2-R	RHOBTB2		R		-0.961417629792619	0.9614176297926228
DOCK6-P-S1308	DOCK6	S1308	P		-0.493849506464054	0.493849506464053
DNAAF3-R	DNAAF3		R		0.914522744390262	-0.914522744390269
ELL3-R	ELL3		R		-0.3856779553474369	0.385677955347435
ESS2-P-T450	ESS2	T450	P		0.759231611269797	-0.759231611269797
RGS3-P-S943	RGS3	S943	P		-0.700411100233624	0.7004111002336251
TNK1-R	TNK1		R		-0.426109511394673	0.426109511394674
NSD3-P-S561	NSD3	S561	P		-0.99239945939619	0.99239945939619
MRPL22-R	MRPL22		R		-0.179158004099845	0.1791580040998469
RBM39-P-S334	RBM39	S334	P		0.976268859010616	-0.9762688590106172
SPECC1L-G	SPECC1L		G		1.039180849598E-5	-1.03918084959801E-5
CCS-P-S267	CCS	S267	P		-0.924127670071393	0.924127670071393
TIMELESS-G	TIMELESS		G		-0.0170079340203945	0.0170079340203944
ASAP1-P-S839-S843	ASAP1	S839|S843	P		0.328600111787732	-0.328600111787732
CCDC186-R	CCDC186		R		0.9228353285596608	-0.9228353285596592
ARID5B-R	ARID5B		R		0.0911951821385232	-0.0911951821385232
PSD2-R	PSD2		R		-0.831810563743196	0.8318105637431971
RBM10-P-S22	RBM10	S22	P		0.796516127951306	-0.7965161279513051
CAMSAP1-G	CAMSAP1		G		-0.6967252418073789	0.6967252418073789
RNASE10-R	RNASE10		R		0.0457620549878781	-0.0457620549878774
CAMSAP2-G	CAMSAP2		G		0.15599599580139	-0.1559959958013909
SNX33-P-S77	SNX33	S77	P		-0.991087944566458	0.991087944566458
DENND4B-P-S953	DENND4B	S953	P		-0.442070873812641	0.4420708738126421
CEP170B-R	CEP170B		R		0.6939529956635	-0.693952995663504
SRSF8-P-S158	SRSF8	S158	P		-0.81576596004715	0.81576596004715
PNPT1-G	PNPT1		G		-0.02955427099977	0.02955427099977
FLNA-P-S2576	FLNA	S2576	P		0.893999180242338	-0.893999180242337
MBD1-P-S336-2	MBD1	S336	P		0.8350930900402671	-0.8350930900402659
PANK2-P-S203	PANK2	S203	P		0.994711174036524	-0.9947111740365252
TMPRSS13-R	TMPRSS13		R		-0.568704249186308	0.568704249186292
TRAJ22-R	TRAJ22		R		-0.612019619738209	0.6120196197382061
PDLIM2-P-S206	PDLIM2	S206	P		0.8071823761412901	-0.8071823761412928
LRRC40-R	LRRC40		R		-0.808318140725889	0.808318140725891
ZBTB7A-P-S526	ZBTB7A	S526	P		-0.9153109040611048	0.915310904061104
CAMSAP3-G	CAMSAP3		G		-0.0358466726202635	0.0358466726202639
ASAH1-R	ASAH1		R		-0.614298921449076	0.614298921449073
ATXN1L-P-S251	ATXN1L	S251	P		-0.8687887983219621	0.8687887983219621
COG5-R	COG5		R		-0.8430443610515559	0.843044361051519
CENPF-P-T154	CENPF	T154	P		-0.7197840444748042	0.719784044474805
C4orf54-P-S1345	C4orf54	S1345	P		0.516095123374243	-0.516095123374242
CDK18-P-S103	CDK18	S103	P		0.9743170996574873	-0.974317099657486
PRKCE-P-S234	PRKCE	S234	P		-0.872882864492908	0.872882864492908
BCL11B-R	BCL11B		R		0.111307452795524	-0.111307452795523
DDR1-R	DDR1		R		-0.565620342249092	0.565620342249124
C3orf20-G	C3orf20		G		-0.671613090510475	0.671613090510475
CD163-P-S1101	CD163	S1101	P		-0.92745894867312	0.92745894867312
DEPDC1-R	DEPDC1		R		-0.553536415139885	0.553536415139881
TOPAZ1-R	TOPAZ1		R		-0.963789488145132	0.963789488145133
SNX29-R	SNX29		R		0.252957807214497	-0.252957807214494
ZNF688-R	ZNF688		R		-0.28923820164568	0.289238201645681
C3orf38-G	C3orf38		G		-0.165266729364273	0.165266729364274
SLC18A2-R	SLC18A2		R		0.667350175710171	-0.667350175710166
SH2D4A-P-S124	SH2D4A	S124	P		-0.997007089757387	0.997007089757387
DENND2B-P-S637	DENND2B	S637	P		0.6854116033683441	-0.685411603368345
PHACTR2-P-T36	PHACTR2	T36	P		0.664284718548317	-0.664284718548317
CAMK2A-R	CAMK2A		R		5.6804093571749706E-6	-5.68040935717471E-6
RETREG3-P-T310-S313-S320	RETREG3	T310|S313|S320	P		0.332921027754726	-0.332921027754726
WDR81-P-S116	WDR81	S116	P		0.8046815492572741	-0.8046815492572741
HELZ-P-S1739	HELZ	S1739	P		0.975720811104976	-0.975720811104976
PLEKHA4-P-S229	PLEKHA4	S229	P		-0.654068172203338	0.6540681722033399
RPS6KC1-P-S423	RPS6KC1	S423	P		0.9794057874212608	-0.9794057874212608
RALGAPA2-P-S696	RALGAPA2	S696	P		0.2419614945641769	-0.2419614945641749
CENPF-P-S1654	CENPF	S1654	P		-0.8782780005661149	0.8782780005661149
ASB18-R	ASB18		R		-0.6810086111045961	0.681008611104594
DNPEP-R	DNPEP		R		-0.100961587550597	0.100961587550598
C20orf27-R	C20orf27		R		-0.7978917721207379	0.797891772120741
PPIP5K2-P-S1215	PPIP5K2	S1215	P		0.968073108746058	-0.9680731087460592
SMARCA2-P-S329	SMARCA2	S329	P		-0.443728248011501	0.443728248011502
MEF2D-P-S251	MEF2D	S251	P		-0.79378428629673	0.79378428629673
LAMA2-R	LAMA2		R		0.151830969793119	-0.151830969793118
DIS3L2-R	DIS3L2		R		-0.500658757155232	0.50065875715523
PHF3-P-S1642	PHF3	S1642	P		-0.8319259357228659	0.8319259357228671
COX4I1-R	COX4I1		R		-0.318992487520683	0.318992487520683
ARHGAP29-P-S559	ARHGAP29	S559	P		-0.9207372829071792	0.9207372829071808
TTC33-P-S197	TTC33	S197	P		-0.738857538278663	0.738857538278663
USP6NL-R	USP6NL		R		-0.425201281415228	0.4252012814152271
PARP4-P-S1236	PARP4	S1236	P		-0.920207679289933	0.920207679289933
DAB2-P-S316	DAB2	S316	P		0.424555211633993	-0.424555211633993
SQSTM1-P-S272	SQSTM1	S272	P		0.9207372829071792	-0.9207372829071808
DLG1-P-S138	DLG1	S138	P		-0.627164096702961	0.627164096702964
TANC2-P-S238	TANC2	S238	P		-0.988514742581178	0.988514742581178
NUDCD1-P-S388	NUDCD1	S388	P		-0.6368485434132171	0.6368485434132161
C3orf58-G	C3orf58		G		-0.3070059919254749	0.3070059919254749
FOXD1-R	FOXD1		R		0.838001909402078	-0.8380019094020841
TNS1-P-S701	TNS1	S701	P		0.7487327508533871	-0.7487327508533871
PDCD2L-R	PDCD2L		R		0.9891388221417	-0.9891388221417
TRBV6-5-R	TRBV6-5		R		0.6151462070148349	-0.615146207014834
STT3B-P-S13	STT3B	S13	P		-0.7465621667347281	0.7465621667347281
MT-ND6-G	MT-ND6		G		0.5469930998474771	-0.546993099847476
MDC1-G	MDC1		G		-0.233144357586412	0.233144357586412
MT-ND4-G	MT-ND4		G		0.690177656598732	-0.690177656598732
MT-ND5-G	MT-ND5		G		-0.242604029105368	0.242604029105367
CELSR3-R	CELSR3		R		-0.8116323333423	0.8116323333423041
INCENP-R	INCENP		R		0.898347507280384	-0.8983475072803871
SHANK3-P-S686	SHANK3	S686	P		-0.988380747635393	0.988380747635393
MT-ND2-G	MT-ND2		G		-0.6810802290982529	0.6810802290982529
MT-ND3-G	MT-ND3		G		-0.77607103337551	0.77607103337551
NFKB1-R	NFKB1		R		0.6333174793652789	-0.633317479365294
MT-ND1-G	MT-ND1		G		-0.5782362280231109	0.5782362280231129
APOBEC4-R	APOBEC4		R		-0.47150566279145	0.471505662791441
IL4I1-G	IL4I1		G		-0.9890552885337042	0.9890552885337042
LHX1-R	LHX1		R		0.114625117566966	-0.114625117566966
SVIL-P-S263	SVIL	S263	P		-0.994117755990826	0.9941177559908272
C17orf78-R	C17orf78		R		-0.473761637065058	0.473761637065063
LRP6-P-S1490	LRP6	S1490	P		-0.452015257738637	0.452015257738636
ATG2A-R	ATG2A		R		0.8836154503426519	-0.8836154503426519
TRIM64B-R	TRIM64B		R		-0.639863540627117	0.6398635406271129
SCN1A-R	SCN1A		R		0.809893918015721	-0.8098939180157241
EIF2S1-R	EIF2S1		R		-0.673730134909596	0.673730134909597
DHX36-R	DHX36		R		-0.56312729735417	0.563127297354167
TRIM40-R	TRIM40		R		0.7673834963515341	-0.7673834963515429
AR-G	AR		G		0.9712347307473448	-0.9712347307473448
VGLL4-R	VGLL4		R		-0.7696562233163929	0.76965622331639
LAD1-P-T19	LAD1	T19	P		-0.775681309247228	0.775681309247228
ACSS3-R	ACSS3		R		0.8064978280310591	-0.8064978280310591
CGGBP1-G	CGGBP1		G		-0.0079000423343289	0.007900042334329
GOLGA4-P-S288	GOLGA4	S288	P		-0.942952118530038	0.942952118530038
HMGCS1-R	HMGCS1		R		-0.792631930956088	0.7926319309560891
ATN1-P-S661	ATN1	S661	P		-0.7766157086276031	0.776615708627605
APOL6-R	APOL6		R		0.4119983346992821	-0.411998334699286
PPP2R5D-P-S497	PPP2R5D	S497	P		-0.9391915270393342	0.9391915270393342
TBC1D10B-P-T148	TBC1D10B	T148	P		-0.66905719335503	0.66905719335503
TRADD-R	TRADD		R		0.372945180189948	-0.372945180189955
EEPD1-P-S160	EEPD1	S160	P		0.5102408782817329	-0.5102408782817329
C2-G	C2		G		6.87862640014308E-8	-6.8786264001432E-8
C3-G	C3		G		3.09415335526013E-5	-3.09415335526015E-5
